Los Angeles Lakers
TRB
Francisco Garcia,,,,,,1,3,,0,6,0,3,2
Donatas Motiejunas,4,3,6,3,2,0,16,8,3,7,6,7,14
Isaiah Canaan,2,3,9,13,8,12,21,5,9,,8,,0
Patrick Beverley,9,7,,,15,,,,,12,10,15,20
Jason Terry,8,8,7,8,3,16,11,9,6,0,8,5,7
Trevor Ariza,16,20,9,24,19,7,7,19,13,11,16,13,7
Kostas Papanikolaou,4,12,3,3,8,0,2,14,0,0,8,19,8
Joey Dorsey,,,0,0,2,0,,0,,,2,1,2
Terrence Jones,16,9,25,6,,,,,,,,,
Troy Daniels,2,,3,1,0,8,3,3,,0,6,,
Dwight Howard,13,22,14,11,26,32,,22,21,12,15,,
Tarik Black,2,2,2,,,0,2,10,1,2,8,5,3
James Harden,32,18,26,35,25,20,22,23,35,19,6,24,32
3P%
Francisco Garcia,,,,,,.000,.500,,.000,.333,,.250,.000
Donatas Motiejunas,,.000,.000,,.000,,.667,.000,.000,.000,.000,.333,.500
Isaiah Canaan,.000,1.000,.333,.500,1.000,.500,.429,.000,.500,,.200,,
Patrick Beverley,.667,.333,,,.571,,,,,.250,.667,.375,.545
Jason Terry,.667,.667,.400,.400,.333,.800,.333,1.000,.333,.000,.400,.250,.167
Trevor Ariza,.625,.571,.333,.667,.625,.200,.000,.500,.143,.250,.143,.333,.125
Kostas Papanikolaou,.000,.667,.333,.250,.250,.000,.000,1.000,.000,.000,.000,.571,.333
Joey Dorsey,,,,,,,,,,,,,
Terrence Jones,.000,1.000,.500,.000,,,,,,,,,
Troy Daniels,.000,,.500,.000,,.333,.500,.333,,.000,.333,,
Dwight Howard,,,,,,.000,,,,,,,
Tarik Black,,,,,,,,,,,,,
James Harden,.500,.200,.333,.500,.429,.250,.091,.250,.200,.222,.000,.667,.444
Detroit Pistons
TRB
Cartier Martin,,,,,,,,,,,,,
Jodie Meeks,,,,,,,,,,,,,
Kentavious Caldwell-Pope,7,6,6,2,5,1,1,2,3,3,5,2,0
Greg Monroe,,,11,18,7,11,10,9,9,11,7,12,8
Caron Butler,6,8,1,5,4,3,5,3,8,4,6,2,4
Spencer Dinwiddie,0,,,,,,,,,,,1,
Josh Smith,5,7,9,10,8,9,11,9,4,7,0,4,8
Joel Anthony,5,4,,0,1,,,3,,1,0,,
Luigi Datome,,,,,,,,,,,,,
Jonas Jerebko,1,1,,3,0,2,,2,6,1,5,6,0
Andre Drummond,9,12,8,13,10,18,12,5,15,10,10,13,16
Kyle Singler,2,3,3,1,2,2,1,2,4,4,3,1,2
Brandon Jennings,4,2,2,2,2,2,5,3,5,2,3,1,2
Tony Mitchell,,,,,,,,,,,,,
D.J. Augustin,6,3,1,1,1,3,1,1,1,0,2,1,5
AST
Cartier Martin,,,,,,,,,,,,,
Jodie Meeks,,,,,,,,,,,,,
Kentavious Caldwell-Pope,3,2,0,0,0,1,1,0,1,1,2,2,0
Greg Monroe,,,3,3,3,2,2,3,5,1,0,3,2
Caron Butler,1,0,2,0,0,0,2,1,0,1,1,0,2
Spencer Dinwiddie,1,,,,,,,,,,,1,
Josh Smith,3,4,5,5,5,4,4,3,1,3,5,3,5
Joel Anthony,0,0,,0,0,,,0,,0,1,,
Luigi Datome,,,,,,,,,,,,,
Jonas Jerebko,0,1,,1,1,0,,1,0,0,1,1,0
Andre Drummond,1,1,0,0,0,0,0,1,1,0,0,1,0
Kyle Singler,1,0,0,0,1,4,0,0,0,0,0,1,0
Brandon Jennings,2,6,9,5,6,5,8,10,5,4,6,7,2
Tony Mitchell,,,,,,,,,,,,,
D.J. Augustin,3,6,2,3,2,3,2,0,5,5,1,2,1
3P
Cartier Martin,,,,,,,,,,,,,
Jodie Meeks,,,,,,,,,,,,,
Kentavious Caldwell-Pope,1,1,0,4,3,3,1,4,1,0,2,3,0
Greg Monroe,,,0,0,0,0,0,0,0,0,0,0,0
Caron Butler,0,4,0,1,3,0,2,1,0,1,3,1,2
Spencer Dinwiddie,0,,,,,,,,,,,0,
Josh Smith,0,0,0,0,0,0,1,0,2,1,0,0,0
Joel Anthony,0,0,,0,0,,,0,,0,0,,
Luigi Datome,,,,,,,,,,,,,
Jonas Jerebko,1,0,,3,0,0,,0,2,1,0,1,0
Andre Drummond,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Singler,2,1,1,0,0,0,1,1,1,5,1,1,1
Brandon Jennings,0,0,0,1,4,3,2,3,5,1,5,1,0
Tony Mitchell,,,,,,,,,,,,,
D.J. Augustin,2,1,0,2,1,0,0,0,0,1,0,0,1
MP
Cartier Martin,,,,,,,,,,,,,
Jodie Meeks,,,,,,,,,,,,,
Kentavious Caldwell-Pope,35:39,41:29,40:54,34:37,30:22,33:47,28:37,35:01,41:15,25:45,34:28,27:53,31:37
Greg Monroe,,,30:28,35:31,26:18,32:10,35:44,33:27,34:18,32:01,31:53,33:32,20:53
Caron Butler,22:48,30:47,15:40,30:47,35:40,29:30,26:54,24:39,25:49,26:49,26:31,21:39,30:28
Spencer Dinwiddie,7:40,,,,,,,,,,,13:57,
Josh Smith,35:50,29:56,43:59,33:38,35:50,29:38,38:35,26:50,35:36,33:26,30:11,22:40,35:08
Joel Anthony,20:57,16:41,,0:18,7:03,,,3:52,,2:58,3:29,,
Luigi Datome,,,,,,,,,,,,,
Jonas Jerebko,12:10,18:04,,14:54,10:39,14:58,,18:44,17:24,18:59,16:38,21:11,12:52
Andre Drummond,27:03,31:19,21:33,28:52,26:22,31:07,36:27,23:08,32:03,20:18,28:20,25:11,38:20
Kyle Singler,29:53,23:44,32:36,13:21,14:19,20:50,25:43,26:19,25:35,26:53,18:56,16:52,22:42
Brandon Jennings,19:48,15:30,36:20,23:20,30:42,31:28,27:17,33:54,35:59,33:05,32:02,34:41,23:13
Tony Mitchell,,,,,,,,,,,,,
D.J. Augustin,28:12,32:30,18:30,24:42,22:45,16:32,20:43,14:06,17:01,19:46,17:32,22:24,24:47
PTS
Cartier Martin,,,,,,,,,,,,,
Jodie Meeks,,,,,,,,,,,,,
Kentavious Caldwell-Pope,7,11,10,20,19,11,9,20,8,2,10,15,4
Greg Monroe,,,18,23,10,19,16,18,14,16,6,18,10
Caron Butler,0,24,5,5,14,2,9,5,0,4,20,5,10
Spencer Dinwiddie,0,,,,,,,,,,,2,
Josh Smith,25,10,14,8,14,13,19,6,18,11,7,5,16
Joel Anthony,2,2,,0,0,,,0,,2,0,,
Luigi Datome,,,,,,,,,,,,,
Jonas Jerebko,7,4,,11,4,8,,6,12,5,6,7,4
Andre Drummond,11,11,14,7,11,11,2,2,9,6,12,4,13
Kyle Singler,8,5,5,0,2,0,9,6,5,21,7,5,9
Brandon Jennings,4,4,18,12,15,23,11,32,29,14,18,19,9
Tony Mitchell,,,,,,,,,,,,,
D.J. Augustin,15,20,6,12,9,9,16,8,1,7,7,6,14
3P%
Cartier Martin,,,,,,,,,,,,,
Jodie Meeks,,,,,,,,,,,,,
Kentavious Caldwell-Pope,.125,.500,.000,.571,.600,.333,.333,.667,.167,.000,.500,.429,.000
Greg Monroe,,,,,,,,,,,,,
Caron Butler,.000,.571,.000,.333,.750,.000,1.000,.500,.000,.333,.600,.200,.400
Spencer Dinwiddie,,,,,,,,,,,,.000,
Josh Smith,.000,.000,.000,.000,.000,,.500,.000,.500,1.000,.000,,.000
Joel Anthony,,,,,,,,,,,,,
Luigi Datome,,,,,,,,,,,,,
Jonas Jerebko,.500,.000,,.750,.000,.000,,.000,.400,1.000,.000,1.000,
Andre Drummond,,,,,,,,,,,,,
Kyle Singler,.500,.250,.333,.000,,.000,.500,.250,.250,.714,.500,1.000,.333
Brandon Jennings,,,.000,.333,.667,.429,.500,.429,.625,.167,.714,.111,.000
Tony Mitchell,,,,,,,,,,,,,
D.J. Augustin,.333,.200,.000,.500,.200,.000,.000,.000,.000,.250,,,.167
Boston Celtics
TRB
Vitor Faverani,,,,,,,,,,,
Jeff Green,6,4,7,4,7,4,5,3,2,10,6
Evan Turner,7,2,4,1,2,5,2,3,4,4,6
Kelly Olynyk,6,5,4,13,5,11,2,6,4,3,6
Marcus Smart,2,1,6,2,2,,,,,,
Rajon Rondo,7,10,9,10,4,,9,8,10,5,5
James Young,,1,,,,,0,,,,0
Marcus Thornton,0,1,2,2,1,1,,2,1,2,1
Gerald Wallace,,,0,,1,1,1,,,,
Brandon Bass,2,5,1,3,4,2,0,2,5,6,3
Dwight Powell,,,,,,,,0,,,0
Phil Pressey,,0,,,1,3,0,,2,1,1
Jared Sullinger,4,9,7,16,6,8,11,10,8,9,6
Tyler Zeller,1,4,1,3,2,7,1,0,7,3,4
Avery Bradley,0,2,8,1,3,3,4,5,1,1,0
AST
Vitor Faverani,,,,,,,,,,,
Jeff Green,3,2,2,3,1,4,1,1,1,2,4
Evan Turner,5,3,2,0,1,6,2,5,6,3,5
Kelly Olynyk,2,0,2,2,2,1,4,1,0,4,1
Marcus Smart,2,1,3,0,0,,,,,,
Rajon Rondo,12,8,15,15,6,,12,16,9,13,4
James Young,,0,,,,,0,,,,0
Marcus Thornton,0,0,0,1,1,0,,1,0,3,0
Gerald Wallace,,,0,,0,0,0,,,,
Brandon Bass,1,0,0,1,4,0,0,2,2,1,1
Dwight Powell,,,,,,,,0,,,0
Phil Pressey,,2,,,4,4,0,,2,1,4
Jared Sullinger,2,2,4,0,5,4,6,3,3,4,1
Tyler Zeller,1,1,0,0,1,4,1,1,3,0,2
Avery Bradley,0,1,1,0,1,2,2,2,2,1,0
3P
Vitor Faverani,,,,,,,,,,,
Jeff Green,2,1,5,2,3,2,1,1,0,0,0
Evan Turner,0,0,0,0,0,1,0,0,1,0,0
Kelly Olynyk,1,0,1,2,2,2,1,2,0,0,3
Marcus Smart,1,0,1,3,1,,,,,,
Rajon Rondo,1,0,0,0,0,,4,0,0,1,0
James Young,,0,,,,,1,,,,0
Marcus Thornton,1,0,0,0,0,1,,2,0,3,2
Gerald Wallace,,,0,,0,0,0,,,,
Brandon Bass,0,0,0,0,0,0,0,0,0,0,0
Dwight Powell,,,,,,,,0,,,0
Phil Pressey,,0,,,1,1,0,,0,0,0
Jared Sullinger,1,0,0,0,1,0,0,1,1,1,3
Tyler Zeller,0,0,0,0,0,0,0,0,0,0,0
Avery Bradley,1,0,4,3,1,0,2,0,2,1,1
MP
Vitor Faverani,,,,,,,,,,,
Jeff Green,35:38,31:13,38:36,36:01,29:45,34:40,39:10,35:58,35:39,38:06,33:35
Evan Turner,23:37,25:50,17:02,12:21,16:21,32:17,20:44,26:17,21:45,14:50,22:38
Kelly Olynyk,28:32,15:40,22:17,33:53,27:58,33:26,32:17,31:10,13:05,24:45,27:02
Marcus Smart,27:49,11:29,24:36,22:06,15:33,,,,,,
Rajon Rondo,29:45,34:23,36:54,36:38,27:50,,36:16,31:15,33:00,30:26,28:21
James Young,,5:47,,,,,3:31,,,,2:28
Marcus Thornton,14:18,19:05,12:05,15:03,7:25,15:04,,18:09,10:09,20:23,18:54
Gerald Wallace,,,2:58,,8:22,12:48,4:43,,,,
Brandon Bass,15:49,20:22,9:01,13:07,20:20,14:34,14:07,18:36,22:53,32:01,17:56
Dwight Powell,,,,,,,,0:02,,,2:28
Phil Pressey,,3:23,,,12:31,16:15,8:32,,16:40,12:57,19:39
Jared Sullinger,28:17,26:37,31:43,38:02,32:51,26:50,33:31,27:55,26:49,31:11,24:53
Tyler Zeller,6:02,19:29,8:16,5:40,11:59,21:10,15:24,14:58,27:17,7:44,16:44
Avery Bradley,30:13,26:42,36:32,27:09,29:05,32:56,31:45,35:40,32:43,27:37,25:22
PTS
Vitor Faverani,,,,,,,,,,,
Jeff Green,17,17,35,20,15,14,14,19,28,11,12
Evan Turner,10,8,4,2,8,19,4,12,7,2,10
Kelly Olynyk,19,8,5,18,12,18,14,21,0,9,18
Marcus Smart,10,2,7,12,3,,,,,,
Rajon Rondo,13,4,7,13,8,,20,6,14,9,4
James Young,,6,,,,,3,,,,0
Marcus Thornton,10,9,1,4,4,11,,12,4,13,11
Gerald Wallace,,,0,,2,1,0,,,,
Brandon Bass,8,8,2,3,10,7,6,12,4,23,9
Dwight Powell,,,,,,,,0,,,2
Phil Pressey,,0,,,5,3,0,,4,4,2
Jared Sullinger,13,14,14,19,17,10,14,19,18,22,13
Tyler Zeller,6,8,6,0,6,10,2,8,19,1,8
Avery Bradley,15,6,32,16,11,13,17,12,16,7,11
3P%
Vitor Faverani,,,,,,,,,,,
Jeff Green,.667,.143,.417,.286,.429,.500,.200,.167,.000,.000,.000
Evan Turner,.000,,.000,,,.500,.000,.000,1.000,,
Kelly Olynyk,.500,.000,.333,1.000,1.000,.500,.333,.400,,.000,.600
Marcus Smart,.250,.000,.200,.429,.250,,,,,,
Rajon Rondo,.333,.000,.000,,.000,,.571,,,.500,.000
James Young,,,,,,,1.000,,,,.000
Marcus Thornton,.500,.000,,.000,.000,1.000,,.667,,.600,.286
Gerald Wallace,,,,,,,,,,,
Brandon Bass,.000,.000,,,,,,,,,
Dwight Powell,,,,,,,,,,,
Phil Pressey,,,,,.500,.167,.000,,,,.000
Jared Sullinger,.333,.000,.000,.000,.200,.000,.000,.500,.500,.333,.500
Tyler Zeller,,,,,,,,,,,
Avery Bradley,.333,.000,.667,.429,.250,.000,.222,.000,.667,.250,.500
Miami Heat
TRB
Shannon Brown,,,0,,,,,,1,,,0,0
Shabazz Napier,3,3,2,1,2,4,3,3,2,5,3,5,2
Chris Andersen,6,3,,,,,,4,1,3,3,3,3
Mario Chalmers,4,2,4,5,1,1,1,2,1,2,3,1,5
Dwyane Wade,1,3,11,2,4,1,2,4,,,,,
Josh McRoberts,,3,1,0,1,5,8,1,,,,2,0
Justin Hamilton,,2,4,7,1,,,,,,,1,
Andre Dawkins,,0,,0,,,,,,,1,,
Norris Cole,3,1,0,3,4,2,2,4,2,2,2,0,
Chris Bosh,15,8,11,8,13,7,10,2,8,5,9,7,10
James Ennis,2,2,1,2,2,4,0,0,1,3,8,1,1
Danny Granger,,,,,,,,,,,0,2,
Luol Deng,4,4,4,1,3,3,5,7,4,6,,5,7
Shawne Williams,6,4,5,5,5,7,2,1,6,11,6,3,5
Udonis Haslem,,,,,,6,5,0,6,3,6,,
AST
Shannon Brown,,,0,,,,,,1,,,0,2
Shabazz Napier,2,4,2,4,3,1,1,4,1,1,3,3,1
Chris Andersen,1,0,,,,,,0,1,0,1,0,1
Mario Chalmers,4,4,3,3,3,4,4,1,11,5,5,3,8
Dwyane Wade,3,10,7,3,7,8,10,3,,,,,
Josh McRoberts,,0,0,0,1,0,2,0,,,,1,1
Justin Hamilton,,0,0,2,1,,,,,,,0,
Andre Dawkins,,0,,0,,,,,,,0,,
Norris Cole,2,4,3,2,1,6,3,7,8,2,3,1,
Chris Bosh,4,4,4,1,1,2,5,3,2,5,1,1,1
James Ennis,0,1,0,0,1,1,0,0,0,3,2,0,0
Danny Granger,,,,,,,,,,,0,0,
Luol Deng,1,2,3,0,0,3,4,0,1,2,,0,0
Shawne Williams,3,4,0,1,1,1,1,0,1,1,4,2,3
Udonis Haslem,,,,,,0,1,0,1,0,0,,
3P
Shannon Brown,,,0,,,,,,1,,,1,1
Shabazz Napier,0,1,1,1,0,0,0,1,0,1,3,2,2
Chris Andersen,0,0,,,,,,0,0,0,0,0,0
Mario Chalmers,1,2,1,2,0,0,3,0,1,1,1,1,2
Dwyane Wade,2,0,1,0,0,0,1,1,,,,,
Josh McRoberts,,0,0,0,0,1,0,0,,,,0,0
Justin Hamilton,,0,0,3,0,,,,,,,0,
Andre Dawkins,,0,,0,,,,,,,1,,
Norris Cole,3,2,1,0,0,1,0,0,0,3,2,0,
Chris Bosh,3,2,1,2,1,0,0,1,0,1,1,1,4
James Ennis,0,1,1,0,0,0,0,1,0,1,0,0,0
Danny Granger,,,,,,,,,,,0,0,
Luol Deng,0,1,0,1,0,2,4,1,3,1,,0,1
Shawne Williams,0,3,3,3,3,1,1,4,5,3,1,1,2
Udonis Haslem,,,,,,0,0,0,0,0,0,,
MP
Shannon Brown,,,1:14,,,,,,13:03,,,21:21,36:33
Shabazz Napier,15:21,20:01,17:04,27:12,25:59,16:30,25:59,13:41,21:05,25:51,18:08,32:18,27:50
Chris Andersen,24:10,17:00,,,,,,17:25,7:11,20:04,16:05,21:21,17:09
Mario Chalmers,25:29,25:11,23:55,29:24,32:00,18:54,34:22,26:49,39:51,35:11,33:32,34:13,33:32
Dwyane Wade,31:26,32:36,31:20,31:08,33:12,29:34,35:36,34:35,,,,,
Josh McRoberts,,11:11,7:49,5:44,7:44,13:39,16:48,22:35,,,,14:25,5:14
Justin Hamilton,,5:48,18:17,30:50,18:01,,,,,,,4:14,
Andre Dawkins,,1:50,,2:06,,,,,,,8:52,,
Norris Cole,27:47,27:17,28:59,16:29,22:01,31:30,13:38,27:11,28:23,25:12,27:18,9:57,
Chris Bosh,39:08,33:01,37:53,30:01,37:35,35:29,36:50,33:06,37:44,38:31,28:42,31:22,37:48
James Ennis,14:40,7:54,8:14,14:15,6:01,15:53,2:30,7:12,6:12,24:30,35:44,11:46,13:13
Danny Granger,,,,,,,,,,,20:26,6:08,
Luol Deng,30:18,29:11,36:53,23:26,27:42,31:39,36:41,34:32,35:26,36:55,,28:17,32:52
Shawne Williams,31:41,29:00,28:22,29:25,29:45,33:02,19:04,22:01,32:32,26:18,36:17,24:38,35:49
Udonis Haslem,,,,,,13:50,18:32,0:53,18:33,7:28,14:56,,
PTS
Shannon Brown,,,1,,,,,,3,,,9,7
Shabazz Napier,2,5,8,5,7,2,0,3,4,10,11,17,12
Chris Andersen,7,0,,,,,,0,0,1,7,0,5
Mario Chalmers,8,20,12,12,6,2,18,7,23,18,22,13,24
Dwyane Wade,21,9,19,19,25,25,20,20,,,,,
Josh McRoberts,,3,2,0,2,3,4,4,,,,2,0
Justin Hamilton,,2,2,9,6,,,,,,,0,
Andre Dawkins,,0,,0,,,,,,,3,,
Norris Cole,23,10,5,0,2,11,0,9,6,11,12,0,
Chris Bosh,26,30,21,21,23,24,20,9,20,10,15,28,32
James Ennis,5,5,3,0,0,6,0,3,1,9,10,2,0
Danny Granger,,,,,,,,,,,4,2,
Luol Deng,12,15,18,11,9,14,30,5,19,10,,13,9
Shawne Williams,3,15,16,14,9,7,7,15,21,13,5,7,10
Udonis Haslem,,,,,,8,6,0,6,2,6,,
3P%
Shannon Brown,,,,,,,,,.333,,,.500,.500
Shabazz Napier,.000,.500,.500,.500,.000,,.000,.333,.000,.500,.500,.333,.400
Chris Andersen,,,,,,,,,,,,,.000
Mario Chalmers,.333,1.000,.167,.333,.000,,.600,.000,.333,1.000,.200,.333,.400
Dwyane Wade,.667,.000,1.000,.000,.000,,1.000,1.000,,,,,
Josh McRoberts,,.000,,,,.500,,.000,,,,.000,.000
Justin Hamilton,,,,.500,.000,,,,,,,,
Andre Dawkins,,,,.000,,,,,,,.500,,
Norris Cole,.429,.500,.333,.000,.000,.500,.000,.000,,.600,.400,.000,
Chris Bosh,.750,.400,.500,.500,.167,.000,.000,.333,.000,.167,.500,.500,.667
James Ennis,.000,1.000,1.000,.000,.000,,,1.000,,.500,.000,.000,
Danny Granger,,,,,,,,,,,.000,.000,
Luol Deng,.000,.333,.000,1.000,.000,1.000,.444,.333,.600,.333,,.000,.500
Shawne Williams,.000,.600,.429,.750,.750,.200,.500,.800,.833,.500,.333,.500,.500
Udonis Haslem,,,,,,,,,,,,,
Orlando Magic
TRB
Luke Ridnour,2,1,1,3,2,1,4,3,4,4,,3,0,1,
Tobias Harris,8,4,9,9,8,16,3,13,5,10,8,5,3,16,
Aaron Gordon,3,4,2,1,5,6,2,3,1,3,3,,,,
Evan Fournier,3,4,1,3,3,4,1,2,2,4,0,2,,1,6
Channing Frye,,2,1,7,11,6,4,6,6,8,7,5,7,3,5
Dewayne Dedmon,3,2,4,4,6,,,2,,0,,,5,1,5
Kyle O'Quinn,2,,,,,,,,,,,,,,
Ben Gordon,4,0,2,2,1,1,1,1,,,0,0,,3,0
Andrew Nicholson,,1,0,,,,,,2,0,,1,2,0,
Maurice Harkless,,,5,,4,4,4,0,,,1,3,3,1,3
Devyn Marble,1,0,0,,,0,,,,,,,,,
Elfrid Payton,5,3,3,6,6,5,0,1,3,4,3,0,7,2,3
Nikola Vucevic,23,12,12,13,5,9,12,8,13,9,11,14,14,10,17
Victor Oladipo,,,,,,,,,,3,7,6,4,0,4
AST
Luke Ridnour,1,4,2,3,1,2,4,6,5,3,,6,3,0,
Tobias Harris,0,0,3,1,1,2,2,5,1,3,1,4,1,1,
Aaron Gordon,0,1,1,0,0,1,0,1,0,3,0,,,,
Evan Fournier,2,0,0,2,3,3,5,2,2,2,2,8,,1,6
Channing Frye,,0,2,3,1,2,3,2,1,1,2,3,2,1,3
Dewayne Dedmon,0,0,1,0,0,,,0,,0,,,0,0,0
Kyle O'Quinn,5,,,,,,,,,,,,,,
Ben Gordon,1,4,1,3,0,2,3,1,,,0,1,,0,1
Andrew Nicholson,,1,0,,,,,,1,0,,1,0,0,
Maurice Harkless,,,2,,0,0,0,0,,,0,2,0,0,0
Devyn Marble,0,0,0,,,0,,,,,,,,,
Elfrid Payton,7,7,9,7,5,4,6,3,8,3,1,1,5,5,4
Nikola Vucevic,1,3,4,2,3,3,1,6,2,4,0,3,2,2,1
Victor Oladipo,,,,,,,,,,2,7,3,4,2,2
3P
Luke Ridnour,0,0,0,0,0,0,3,0,0,1,,0,0,0,
Tobias Harris,1,1,1,0,0,1,0,2,1,1,1,3,2,0,
Aaron Gordon,1,0,0,0,0,2,0,0,1,0,0,,,,
Evan Fournier,2,3,1,2,1,2,2,4,2,3,2,3,,1,1
Channing Frye,,0,2,3,2,0,3,5,1,2,4,4,3,1,1
Dewayne Dedmon,0,0,0,0,0,,,0,,0,,,0,0,0
Kyle O'Quinn,0,,,,,,,,,,,,,,
Ben Gordon,0,2,1,0,0,0,0,1,,,0,0,,1,0
Andrew Nicholson,,0,0,,,,,,0,1,,0,0,0,
Maurice Harkless,,,1,,0,0,0,0,,,0,1,1,0,0
Devyn Marble,0,0,0,,,0,,,,,,,,,
Elfrid Payton,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nikola Vucevic,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Victor Oladipo,,,,,,,,,,1,0,1,0,0,1
MP
Luke Ridnour,17:14,24:47,16:15,16:08,19:36,14:23,19:21,29:22,24:57,18:00,,19:02,13:47,6:57,
Tobias Harris,36:32,35:25,34:23,37:22,36:26,41:06,35:22,39:01,33:31,37:38,36:14,38:01,30:53,39:39,
Aaron Gordon,28:27,17:30,6:36,13:43,7:29,21:46,16:26,9:47,14:10,14:49,14:17,,,,
Evan Fournier,32:15,33:41,23:25,40:25,27:33,38:19,33:01,39:02,37:02,35:31,38:27,31:23,,32:57,37:31
Channing Frye,,24:19,31:43,35:59,36:05,27:51,33:17,42:54,38:16,30:13,42:24,30:40,33:46,23:01,32:16
Dewayne Dedmon,8:14,8:30,14:02,7:06,10:24,,,3:04,,2:02,,,10:04,3:51,9:49
Kyle O'Quinn,21:22,,,,,,,,,,,,,,
Ben Gordon,23:01,26:08,24:40,17:21,20:27,17:42,7:48,8:58,,,4:31,5:56,,15:33,17:18
Andrew Nicholson,,5:13,1:33,,,,,,19:27,2:02,,5:06,16:10,3:10,
Maurice Harkless,,,22:13,,17:22,20:42,14:32,7:58,,,5:43,18:46,29:07,10:54,18:38
Devyn Marble,2:59,0:01,1:33,,,0:09,,,,,,,,,
Elfrid Payton,30:46,22:40,30:12,31:52,28:24,38:37,28:39,18:38,23:04,22:04,16:03,5:58,16:12,26:48,22:31
Nikola Vucevic,35:03,38:08,33:25,40:04,36:14,38:47,32:23,41:16,38:36,33:08,36:07,37:45,30:34,34:54,37:13
Victor Oladipo,,,,,,,,,,25:13,32:00,31:35,28:42,24:28,33:57
PTS
Luke Ridnour,2,8,4,4,2,8,11,6,8,5,,5,0,2,
Tobias Harris,25,14,11,21,18,17,11,23,12,26,19,24,25,17,
Aaron Gordon,11,4,0,6,2,17,2,1,7,8,6,,,,
Evan Fournier,11,21,18,13,10,20,19,24,28,15,15,14,,21,11
Channing Frye,,2,11,9,13,6,13,19,9,6,14,12,10,5,9
Dewayne Dedmon,3,0,6,3,0,,,0,,0,,,1,0,7
Kyle O'Quinn,4,,,,,,,,,,,,,,
Ben Gordon,5,22,7,6,15,0,0,3,,,0,2,,11,7
Andrew Nicholson,,0,0,,,,,,8,3,,2,10,0,
Maurice Harkless,,,7,,6,11,3,4,,,0,7,5,0,2
Devyn Marble,4,0,0,,,0,,,,,,,,,
Elfrid Payton,4,2,16,9,8,15,2,2,0,2,3,2,7,16,9
Nikola Vucevic,15,23,15,19,17,14,27,18,20,18,14,25,19,14,33
Victor Oladipo,,,,,,,,,,13,18,11,7,10,14
3P%
Luke Ridnour,,.000,.000,.000,.000,.000,1.000,.000,,.500,,.000,.000,,
Tobias Harris,.500,.500,1.000,.000,.000,.500,.000,.400,.500,.333,.500,.500,1.000,.000,
Aaron Gordon,.500,.000,,.000,,1.000,,,1.000,,,,,,
Evan Fournier,.500,.750,.250,.400,.250,.667,1.000,.571,.500,.500,.500,.500,,.250,.200
Channing Frye,,.000,.286,.750,.250,.000,.750,.625,.250,.286,.667,.667,.429,.333,.250
Dewayne Dedmon,,,,,,,,,,,,,,,
Kyle O'Quinn,.000,,,,,,,,,,,,,,
Ben Gordon,.000,.400,.333,,.000,,.000,.500,,,,,,.250,
Andrew Nicholson,,,,,,,,,,1.000,,,.000,,
Maurice Harkless,,,.333,,.000,,.000,,,,,.250,.333,,
Devyn Marble,,,,,,,,,,,,,,,
Elfrid Payton,,,,,,,,.000,,,.000,,1.000,.000,
Nikola Vucevic,,,1.000,1.000,,,,,,,,,,,
Victor Oladipo,,,,,,,,,,.333,.000,1.000,.000,.000,.250
Portland Trail Blazers
TRB
Damian Lillard,2,7,6,6,5,7,5,4,5,5,4,6
Nicolas Batum,5,5,9,9,9,8,9,,,,,3
Meyers Leonard,,,,0,3,,0,,0,12,,4
Chris Kaman,6,6,7,7,5,7,8,8,7,5,10,3
Robin Lopez,10,6,10,6,8,7,9,4,5,7,6,7
Joel Freeland,2,1,,,1,,0,7,4,5,3,4
Wesley Matthews,4,5,3,6,4,1,6,3,5,5,5,3
Steve Blake,5,3,0,2,2,1,1,4,5,1,2,2
Victor Claver,,,,,,,,,,,,
LaMarcus Aldridge,3,4,13,4,7,10,9,14,7,,9,9
C.J. McCollum,2,0,0,0,2,0,0,2,2,2,2,
Allen Crabbe,1,,,0,,,,2,3,2,2,1
Thomas Robinson,1,,6,8,4,0,4,,2,,,0
Dorell Wright,1,1,,,3,,,0,0,,,4
Will Barton,0,,2,0,0,2,0,,1,3,0,0
AST
Damian Lillard,5,2,5,7,6,8,7,7,9,10,7,9
Nicolas Batum,6,5,4,5,9,8,3,,,,,1
Meyers Leonard,,,,0,0,,1,,1,1,,0
Chris Kaman,2,0,1,0,0,0,0,2,2,0,0,0
Robin Lopez,0,2,0,2,0,2,2,0,0,2,1,1
Joel Freeland,0,1,,,0,,0,0,2,0,0,0
Wesley Matthews,2,1,1,2,0,3,3,7,5,3,2,4
Steve Blake,5,5,5,2,3,0,4,2,5,7,7,4
Victor Claver,,,,,,,,,,,,
LaMarcus Aldridge,2,3,1,2,0,2,4,3,3,,2,4
C.J. McCollum,1,0,1,0,3,1,3,1,1,1,0,
Allen Crabbe,0,,,0,,,,2,0,2,1,2
Thomas Robinson,0,,0,0,0,0,0,,0,,,0
Dorell Wright,0,1,,,1,,,1,1,,,0
Will Barton,0,,2,1,3,1,0,,1,0,0,1
3P
Damian Lillard,2,4,1,5,1,4,2,5,5,4,2,4
Nicolas Batum,2,1,1,0,2,2,2,,,,,1
